latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
52.52,13.419998,38.0,-18000,America/Chicago,GMT-5

time,temperature_2m (°C),rain (mm),apparent_temperature (°C),pressure_msl (hPa),snowfall (cm),precipitation (mm)
2026-04-20T00:00,5.3,0.10,2.0,1012.7,0.00,0.10
2026-04-20T01:00,5.5,1.70,2.8,1012.9,0.00,1.70
2026-04-20T02:00,6.7,2.10,4.4,1012.6,0.00,2.10
2026-04-20T03:00,7.5,1.70,4.8,1013.3,0.00,1.70
2026-04-20T04:00,8.4,1.10,5.7,1015.2,0.00,1.10
2026-04-20T05:00,8.9,0.70,5.6,1014.9,0.00,0.70
2026-04-20T06:00,9.1,1.30,6.2,1015.9,0.00,1.30
2026-04-20T07:00,9.2,0.40,6.2,1016.3,0.00,0.40
2026-04-20T08:00,9.8,0.20,7.4,1015.9,0.00,0.20
2026-04-20T09:00,10.3,0.20,7.7,1016.5,0.00,0.20
2026-04-20T10:00,10.4,0.10,8.2,1017.3,0.00,0.10
2026-04-20T11:00,11.1,0.00,8.7,1017.6,0.00,0.00
2026-04-20T12:00,11.3,0.00,9.3,1017.9,0.00,0.00
2026-04-20T13:00,10.4,0.00,7.7,1017.9,0.00,0.00
2026-04-20T14:00,9.4,0.00,6.4,1018.3,0.00,0.00
2026-04-20T15:00,8.1,0.00,4.7,1019.3,0.00,0.00
2026-04-20T16:00,7.1,0.00,2.9,1019.7,0.00,0.00
2026-04-20T17:00,6.6,0.00,2.6,1021.0,0.00,0.00
2026-04-20T18:00,6.0,0.00,2.2,1021.5,0.00,0.00
2026-04-20T19:00,5.1,0.00,1.2,1021.9,0.00,0.00
2026-04-20T20:00,4.2,0.00,0.3,1022.3,0.00,0.00
2026-04-20T21:00,3.5,0.00,-0.2,1023.1,0.00,0.00
2026-04-20T22:00,2.9,0.00,-0.9,1023.8,0.00,0.00
2026-04-20T23:00,2.2,0.00,-1.6,1023.0,0.00,0.00
2026-04-21T00:00,2.1,0.00,-1.7,1023.7,0.00,0.00
2026-04-21T01:00,3.2,0.00,-0.4,1023.5,0.00,0.00
2026-04-21T02:00,4.9,0.00,1.3,1024.3,0.00,0.00
2026-04-21T03:00,7.1,0.00,3.6,1024.3,0.00,0.00
2026-04-21T04:00,9.4,0.00,6.4,1024.5,0.00,0.00
2026-04-21T05:00,11.4,0.00,8.6,1023.9,0.00,0.00
2026-04-21T06:00,12.5,0.00,9.8,1024.3,0.00,0.00
2026-04-21T07:00,13.1,0.00,9.4,1024.3,0.00,0.00
2026-04-21T08:00,13.5,0.00,9.3,1024.1,0.00,0.00
2026-04-21T09:00,13.8,0.00,9.3,1023.9,0.00,0.00
2026-04-21T10:00,13.3,0.00,9.1,1023.8,0.00,0.00
2026-04-21T11:00,13.4,0.00,9.0,1023.2,0.00,0.00
2026-04-21T12:00,12.4,0.00,7.8,1023.3,0.00,0.00
2026-04-21T13:00,11.5,0.00,7.2,1023.5,0.00,0.00
2026-04-21T14:00,10.0,0.00,5.9,1024.6,0.00,0.00
2026-04-21T15:00,8.5,0.00,4.7,1025.2,0.00,0.00
2026-04-21T16:00,7.3,0.00,3.6,1026.0,0.00,0.00
2026-04-21T17:00,6.4,0.00,2.9,1025.9,0.00,0.00
2026-04-21T18:00,5.7,0.00,2.4,1026.2,0.00,0.00
2026-04-21T19:00,4.7,0.00,1.5,1026.0,0.00,0.00
2026-04-21T20:00,4.2,0.00,0.9,1026.0,0.00,0.00
2026-04-21T21:00,3.7,0.00,0.4,1026.3,0.00,0.00
2026-04-21T22:00,2.8,0.00,-0.4,1026.2,0.00,0.00
2026-04-21T23:00,2.5,0.00,-0.7,1026.1,0.00,0.00
2026-04-22T00:00,2.7,0.00,-0.6,1026.1,0.00,0.00
2026-04-22T01:00,4.5,0.00,0.9,1025.9,0.00,0.00
2026-04-22T02:00,6.5,0.00,2.8,1026.4,0.00,0.00
2026-04-22T03:00,8.9,0.00,5.0,1026.3,0.00,0.00
2026-04-22T04:00,12.6,0.00,8.9,1026.4,0.00,0.00
2026-04-22T05:00,14.3,0.00,11.0,1025.4,0.00,0.00
2026-04-22T06:00,15.6,0.00,12.7,1025.1,0.00,0.00
2026-04-22T07:00,16.6,0.00,13.7,1024.8,0.00,0.00
2026-04-22T08:00,17.6,0.00,14.1,1024.0,0.00,0.00
2026-04-22T09:00,17.7,0.00,14.0,1023.9,0.00,0.00
2026-04-22T10:00,17.8,0.00,13.5,1023.6,0.00,0.00
2026-04-22T11:00,17.2,0.00,12.7,1023.3,0.00,0.00
2026-04-22T12:00,16.5,0.00,12.0,1023.3,0.00,0.00
2026-04-22T13:00,15.9,0.00,12.2,1023.3,0.00,0.00
2026-04-22T14:00,14.5,0.00,10.8,1023.3,0.00,0.00
2026-04-22T15:00,13.2,0.00,9.8,1023.8,0.00,0.00
2026-04-22T16:00,12.0,0.00,8.7,1023.9,0.00,0.00
2026-04-22T17:00,11.0,0.00,7.8,1023.9,0.00,0.00
2026-04-22T18:00,10.1,0.00,6.8,1024.0,0.00,0.00
2026-04-22T19:00,9.1,0.00,5.8,1023.6,0.00,0.00
2026-04-22T20:00,8.3,0.00,4.9,1023.1,0.00,0.00
2026-04-22T21:00,7.7,0.00,3.8,1023.1,0.00,0.00
2026-04-22T22:00,7.0,0.00,3.0,1022.9,0.00,0.00
2026-04-22T23:00,6.1,0.00,2.0,1023.1,0.00,0.00
2026-04-23T00:00,5.5,0.00,1.3,1023.2,0.00,0.00
2026-04-23T01:00,5.8,0.00,1.8,1023.7,0.00,0.00
2026-04-23T02:00,6.6,0.00,2.6,1023.9,0.00,0.00
2026-04-23T03:00,7.4,0.00,3.5,1023.9,0.00,0.00
2026-04-23T04:00,8.4,0.00,4.5,1024.2,0.00,0.00
2026-04-23T05:00,9.2,0.00,5.5,1024.1,0.00,0.00
2026-04-23T06:00,10.5,0.00,7.3,1023.4,0.00,0.00
2026-04-23T07:00,12.2,0.00,9.4,1022.9,0.00,0.00
2026-04-23T08:00,13.5,0.00,10.7,1021.9,0.00,0.00
2026-04-23T09:00,15.0,0.00,11.7,1021.3,0.00,0.00
2026-04-23T10:00,16.0,0.00,12.3,1021.3,0.00,0.00
2026-04-23T11:00,16.2,0.00,12.7,1020.3,0.00,0.00
2026-04-23T12:00,16.1,0.00,13.1,1020.3,0.00,0.00
2026-04-23T13:00,15.8,0.00,13.5,1019.3,0.00,0.00
2026-04-23T14:00,15.0,0.00,12.9,1019.9,0.00,0.00
2026-04-23T15:00,13.5,0.00,10.8,1019.9,0.00,0.00
2026-04-23T16:00,12.5,0.00,9.9,1019.5,0.00,0.00
2026-04-23T17:00,11.1,0.00,8.2,1019.7,0.00,0.00
2026-04-23T18:00,9.6,0.00,6.5,1019.7,0.00,0.00
2026-04-23T19:00,8.6,0.00,5.4,1019.0,0.00,0.00
2026-04-23T20:00,7.3,0.00,4.0,1018.8,0.00,0.00
2026-04-23T21:00,6.7,0.00,3.0,1018.6,0.00,0.00
2026-04-23T22:00,6.5,0.00,2.9,1018.8,0.00,0.00
2026-04-23T23:00,6.5,0.00,2.9,1019.1,0.00,0.00
2026-04-24T00:00,6.8,0.00,3.2,1019.5,0.00,0.00
2026-04-24T01:00,7.2,0.00,3.9,1018.9,0.00,0.00
2026-04-24T02:00,8.1,0.00,4.5,1019.0,0.00,0.00
2026-04-24T03:00,8.9,0.00,5.6,1018.7,0.00,0.00
2026-04-24T04:00,9.3,0.00,6.1,1019.1,0.00,0.00
2026-04-24T05:00,10.4,0.00,7.5,1019.3,0.00,0.00
2026-04-24T06:00,11.5,0.00,8.4,1019.0,0.00,0.00
2026-04-24T07:00,12.6,0.00,9.9,1017.9,0.00,0.00
2026-04-24T08:00,14.2,0.00,11.7,1017.9,0.00,0.00
2026-04-24T09:00,15.5,0.00,12.6,1017.2,0.00,0.00
2026-04-24T10:00,16.4,0.00,13.3,1016.8,0.00,0.00
2026-04-24T11:00,16.6,0.00,13.5,1016.5,0.00,0.00
2026-04-24T12:00,15.9,0.00,12.7,1016.0,0.00,0.00
2026-04-24T13:00,13.7,0.00,10.3,1016.3,0.00,0.00
2026-04-24T14:00,11.6,0.00,8.2,1016.9,0.00,0.00
2026-04-24T15:00,10.8,0.00,7.6,1016.8,0.00,0.00
2026-04-24T16:00,9.8,0.00,6.7,1016.4,0.00,0.00
2026-04-24T17:00,8.9,0.00,5.6,1016.7,0.00,0.00
2026-04-24T18:00,8.1,0.00,5.1,1016.3,0.00,0.00
2026-04-24T19:00,7.7,0.00,4.4,1016.3,0.00,0.00
2026-04-24T20:00,7.3,0.00,3.8,1015.7,0.00,0.00
2026-04-24T21:00,7.2,0.00,3.5,1015.7,0.00,0.00
2026-04-24T22:00,6.9,0.00,3.2,1015.5,0.00,0.00
2026-04-24T23:00,6.6,0.00,2.7,1014.8,0.00,0.00
2026-04-25T00:00,6.1,0.00,1.9,1014.9,0.00,0.00
2026-04-25T01:00,6.4,0.00,2.0,1014.5,0.00,0.00
2026-04-25T02:00,7.0,0.00,2.6,1015.2,0.00,0.00
2026-04-25T03:00,8.0,0.00,3.7,1014.8,0.00,0.00
2026-04-25T04:00,9.9,0.00,5.6,1014.5,0.00,0.00
2026-04-25T05:00,11.6,0.00,7.7,1014.7,0.00,0.00
2026-04-25T06:00,13.2,0.00,9.7,1014.3,0.00,0.00
2026-04-25T07:00,14.6,0.00,11.1,1013.7,0.00,0.00
2026-04-25T08:00,15.6,0.00,11.7,1012.1,0.00,0.00
2026-04-25T09:00,16.4,0.00,12.1,1012.0,0.00,0.00
2026-04-25T10:00,16.8,0.00,12.1,1011.8,0.00,0.00
2026-04-25T11:00,16.4,0.00,11.5,1011.7,0.00,0.00
2026-04-25T12:00,15.1,0.00,10.4,1011.6,0.00,0.00
2026-04-25T13:00,14.2,0.00,9.6,1011.8,0.00,0.00
2026-04-25T14:00,10.9,0.00,5.6,1013.4,0.00,0.00
2026-04-25T15:00,9.2,0.00,4.8,1014.5,0.00,0.00
2026-04-25T16:00,8.8,0.00,3.8,1015.5,0.00,0.00
2026-04-25T17:00,8.5,0.00,3.5,1015.8,0.00,0.00
2026-04-25T18:00,8.0,0.00,3.5,1016.4,0.00,0.00
2026-04-25T19:00,7.3,0.00,2.6,1018.1,0.00,0.00
2026-04-25T20:00,6.4,0.00,1.9,1017.9,0.00,0.00
2026-04-25T21:00,5.8,0.00,1.5,1019.4,0.00,0.00
2026-04-25T22:00,5.2,0.00,1.1,1020.6,0.00,0.00
2026-04-25T23:00,4.8,0.00,1.1,1021.3,0.00,0.00
2026-04-26T00:00,4.6,0.00,1.1,1022.1,0.00,0.00
2026-04-26T01:00,5.4,0.00,2.0,1023.6,0.00,0.00
2026-04-26T02:00,7.0,0.00,3.9,1023.7,0.00,0.00
2026-04-26T03:00,8.8,0.00,5.6,1024.4,0.00,0.00
2026-04-26T04:00,10.3,0.00,7.3,1024.7,0.00,0.00
2026-04-26T05:00,11.6,0.00,8.2,1025.4,0.00,0.00
2026-04-26T06:00,12.5,0.00,9.6,1025.4,0.00,0.00
2026-04-26T07:00,12.9,0.00,9.8,1024.5,0.00,0.00
2026-04-26T08:00,13.8,0.00,10.7,1024.6,0.00,0.00
2026-04-26T09:00,14.0,0.00,9.8,1024.7,0.00,0.00
2026-04-26T10:00,14.0,0.00,9.7,1024.2,0.00,0.00
2026-04-26T11:00,13.9,0.00,9.2,1024.4,0.00,0.00
2026-04-26T12:00,13.3,0.00,8.9,1024.2,0.00,0.00
2026-04-26T13:00,12.8,0.00,8.6,1024.0,0.00,0.00
2026-04-26T14:00,11.9,0.00,7.6,1024.3,0.00,0.00
2026-04-26T15:00,10.6,0.00,6.6,1025.0,0.00,0.00
2026-04-26T16:00,9.5,0.00,5.8,1025.4,0.00,0.00
2026-04-26T17:00,8.9,0.00,5.3,1025.0,0.00,0.00
2026-04-26T18:00,8.2,0.00,4.9,1025.0,0.00,0.00
2026-04-26T19:00,6.9,0.00,3.6,1025.2,0.00,0.00
2026-04-26T20:00,6.7,0.00,3.5,1025.3,0.00,0.00
2026-04-26T21:00,6.4,0.00,3.1,1025.1,0.00,0.00
2026-04-26T22:00,5.2,0.00,2.1,1025.2,0.00,0.00
2026-04-26T23:00,4.9,0.00,1.9,1025.0,0.00,0.00
2026-04-27T00:00,5.2,0.00,2.0,1024.9,0.00,0.00
2026-04-27T01:00,6.3,0.00,3.2,1024.4,0.00,0.00
2026-04-27T02:00,8.3,0.00,5.1,1024.8,0.00,0.00
2026-04-27T03:00,10.7,0.00,7.7,1024.9,0.00,0.00
2026-04-27T04:00,13.2,0.00,10.3,1024.3,0.00,0.00
2026-04-27T05:00,14.8,0.00,12.3,1023.8,0.00,0.00
2026-04-27T06:00,15.5,0.00,13.4,1023.2,0.00,0.00
2026-04-27T07:00,16.3,0.00,13.6,1022.8,0.00,0.00
2026-04-27T08:00,16.6,0.00,13.8,1022.4,0.00,0.00
2026-04-27T09:00,16.5,0.00,13.0,1022.2,0.00,0.00
2026-04-27T10:00,16.6,0.00,12.9,1022.2,0.00,0.00
2026-04-27T11:00,16.2,0.00,12.7,1021.8,0.00,0.00
2026-04-27T12:00,15.4,0.00,10.9,1021.6,0.00,0.00
2026-04-27T13:00,14.6,0.00,10.7,1021.6,0.00,0.00
2026-04-27T14:00,12.3,0.00,8.2,1022.6,0.00,0.00
2026-04-27T15:00,10.6,0.00,6.3,1023.4,0.00,0.00
2026-04-27T16:00,9.7,0.00,5.5,1023.7,0.00,0.00
2026-04-27T17:00,8.8,0.00,4.5,1023.7,0.00,0.00
2026-04-27T18:00,8.1,0.00,4.0,1023.9,0.00,0.00
2026-04-27T19:00,7.3,0.00,3.1,1024.6,0.00,0.00
2026-04-27T20:00,6.7,0.00,2.4,1024.7,0.00,0.00
2026-04-27T21:00,6.1,0.00,1.6,1025.3,0.00,0.00
2026-04-27T22:00,5.5,0.00,1.1,1025.6,0.00,0.00
2026-04-27T23:00,4.9,0.00,0.6,1025.8,0.00,0.00
2026-04-28T00:00,4.6,0.00,0.3,1026.0,0.00,0.00
2026-04-28T01:00,5.8,0.00,1.5,1026.1,0.00,0.00
2026-04-28T02:00,7.1,0.00,2.6,1026.2,0.00,0.00
2026-04-28T03:00,8.7,0.00,4.2,1026.5,0.00,0.00
2026-04-28T04:00,10.5,0.00,6.6,1025.7,0.00,0.00
2026-04-28T05:00,12.1,0.00,8.4,1026.4,0.00,0.00
2026-04-28T06:00,13.2,0.00,9.5,1026.7,0.00,0.00
2026-04-28T07:00,13.9,0.00,10.4,1026.1,0.00,0.00
2026-04-28T08:00,14.4,0.00,10.9,1025.4,0.00,0.00
2026-04-28T09:00,14.6,0.00,10.0,1025.1,0.00,0.00
2026-04-28T10:00,14.6,0.00,10.0,1024.8,0.00,0.00
2026-04-28T11:00,14.6,0.00,10.2,1024.6,0.00,0.00
2026-04-28T12:00,13.8,0.00,9.0,1024.9,0.00,0.00
2026-04-28T13:00,13.4,0.00,9.4,1024.6,0.00,0.00
2026-04-28T14:00,11.7,0.00,6.7,1025.7,0.00,0.00
2026-04-28T15:00,10.4,0.00,5.8,1026.5,0.00,0.00
2026-04-28T16:00,9.2,0.00,4.9,1026.4,0.00,0.00
2026-04-28T17:00,8.0,0.00,4.1,1027.0,0.00,0.00
2026-04-28T18:00,7.1,0.00,3.3,1027.5,0.00,0.00
2026-04-28T19:00,6.3,0.00,2.2,1027.3,0.00,0.00
2026-04-28T20:00,5.7,0.00,1.5,1028.2,0.00,0.00
2026-04-28T21:00,5.3,0.00,1.3,1029.0,0.00,0.00
2026-04-28T22:00,4.9,0.00,1.1,1028.8,0.00,0.00
2026-04-28T23:00,4.3,0.00,0.5,1028.9,0.00,0.00
2026-04-29T00:00,4.2,0.00,0.4,1029.6,0.00,0.00
2026-04-29T01:00,5.7,0.00,1.6,1029.8,0.00,0.00
2026-04-29T02:00,7.2,0.00,3.0,1030.1,0.00,0.00
2026-04-29T03:00,9.1,0.00,4.5,1030.7,0.00,0.00
2026-04-29T04:00,10.7,0.00,6.1,1030.1,0.00,0.00
2026-04-29T05:00,11.6,0.00,7.7,1030.5,0.00,0.00
2026-04-29T06:00,12.3,0.00,8.9,1030.3,0.00,0.00
2026-04-29T07:00,12.6,0.00,9.5,1029.6,0.00,0.00
2026-04-29T08:00,13.7,0.00,10.0,1029.9,0.00,0.00
2026-04-29T09:00,13.4,0.00,8.9,1030.1,0.00,0.00
2026-04-29T10:00,13.8,0.00,9.0,1029.3,0.00,0.00
2026-04-29T11:00,13.4,0.00,9.0,1029.7,0.00,0.00
2026-04-29T12:00,12.9,0.00,8.5,1030.2,0.00,0.00
2026-04-29T13:00,12.6,0.00,8.7,1029.8,0.00,0.00
2026-04-29T14:00,12.1,0.00,8.7,1029.8,0.00,0.00
2026-04-29T15:00,11.5,0.00,8.5,1030.6,0.00,0.00
2026-04-29T16:00,10.6,0.00,7.6,1031.9,0.00,0.00
2026-04-29T17:00,8.8,0.00,5.6,1032.1,0.00,0.00
2026-04-29T18:00,8.1,0.00,4.9,1032.4,0.00,0.00
2026-04-29T19:00,7.4,0.00,4.7,1032.5,0.00,0.00
2026-04-29T20:00,6.8,0.00,4.0,1032.5,0.00,0.00
2026-04-29T21:00,6.5,0.00,3.7,1032.5,0.00,0.00
2026-04-29T22:00,5.8,0.00,3.6,1032.5,0.00,0.00
2026-04-29T23:00,5.3,0.00,3.3,1033.1,0.00,0.00
2026-04-30T00:00,5.6,0.00,3.5,1033.1,0.00,0.00
2026-04-30T01:00,7.7,0.00,5.0,1032.5,0.00,0.00
2026-04-30T02:00,9.4,0.00,6.4,1033.0,0.00,0.00
2026-04-30T03:00,11.2,0.00,8.1,1032.6,0.00,0.00
2026-04-30T04:00,13.5,0.00,10.4,1032.4,0.00,0.00
2026-04-30T05:00,15.0,0.00,13.1,1032.1,0.00,0.00
2026-04-30T06:00,16.3,0.00,14.5,1032.1,0.00,0.00
2026-04-30T07:00,17.5,0.00,15.6,1030.7,0.00,0.00
2026-04-30T08:00,18.1,0.00,16.0,1030.6,0.00,0.00
2026-04-30T09:00,18.3,0.00,15.8,1029.9,0.00,0.00
2026-04-30T10:00,19.5,0.00,16.1,1029.6,0.00,0.00
2026-04-30T11:00,19.1,0.00,15.9,1028.8,0.00,0.00
2026-04-30T12:00,18.8,0.00,15.4,1029.0,0.00,0.00
2026-04-30T13:00,18.2,0.00,15.3,1028.6,0.00,0.00
2026-04-30T14:00,17.2,0.00,14.7,1029.1,0.00,0.00
2026-04-30T15:00,15.9,0.00,13.6,1029.0,0.00,0.00
2026-04-30T16:00,14.3,0.00,12.1,1029.7,0.00,0.00
2026-04-30T17:00,13.2,0.00,11.0,1029.9,0.00,0.00
2026-04-30T18:00,12.3,0.00,10.3,1030.1,0.00,0.00
2026-04-30T19:00,11.2,0.00,9.5,1029.0,0.00,0.00
2026-04-30T20:00,10.7,0.00,8.9,1029.3,0.00,0.00
2026-04-30T21:00,10.2,0.00,8.3,1029.6,0.00,0.00
2026-04-30T22:00,9.5,0.00,7.7,1029.6,0.00,0.00
2026-04-30T23:00,9.2,0.00,7.4,1029.9,0.00,0.00
2026-05-01T00:00,9.5,0.00,7.8,1029.9,0.00,0.00
2026-05-01T01:00,11.1,0.00,9.1,1029.8,0.00,0.00
2026-05-01T02:00,13.1,0.00,11.1,1029.9,0.00,0.00
2026-05-01T03:00,15.5,0.00,13.6,1029.9,0.00,0.00
2026-05-01T04:00,17.7,0.00,15.5,1029.1,0.00,0.00
2026-05-01T05:00,19.2,0.00,17.8,1029.4,0.00,0.00
2026-05-01T06:00,20.5,0.00,19.5,1029.0,0.00,0.00
2026-05-01T07:00,21.6,0.00,21.0,1028.0,0.00,0.00
2026-05-01T08:00,22.4,0.00,21.5,1027.4,0.00,0.00
2026-05-01T09:00,23.1,0.00,21.9,1027.1,0.00,0.00
2026-05-01T10:00,23.5,0.00,21.5,1026.0,0.00,0.00
2026-05-01T11:00,23.2,0.00,19.9,1026.1,0.00,0.00
2026-05-01T12:00,22.9,0.00,20.3,1025.3,0.00,0.00
2026-05-01T13:00,22.6,0.00,20.5,1024.8,0.00,0.00
2026-05-01T14:00,21.1,0.00,19.0,1025.0,0.00,0.00
2026-05-01T15:00,19.8,0.00,18.2,1025.3,0.00,0.00
2026-05-01T16:00,17.6,0.00,16.4,1025.1,0.00,0.00
2026-05-01T17:00,16.7,0.00,15.3,1025.6,0.00,0.00
2026-05-01T18:00,15.6,0.00,14.2,1025.2,0.00,0.00
2026-05-01T19:00,13.3,0.00,12.4,1024.7,0.00,0.00
2026-05-01T20:00,12.6,0.00,11.5,1024.5,0.00,0.00
2026-05-01T21:00,11.8,0.00,10.5,1024.4,0.00,0.00
2026-05-01T22:00,10.9,0.00,9.8,1023.9,0.00,0.00
2026-05-01T23:00,10.3,0.00,8.8,1024.0,0.00,0.00
2026-05-02T00:00,10.9,0.00,9.1,1024.0,0.00,0.00
2026-05-02T01:00,13.0,0.00,10.9,1023.4,0.00,0.00
2026-05-02T02:00,15.7,0.00,13.6,1022.8,0.00,0.00
2026-05-02T03:00,18.8,0.00,16.6,1022.8,0.00,0.00
2026-05-02T04:00,21.7,0.00,19.5,1022.3,0.00,0.00
2026-05-02T05:00,23.2,0.00,21.1,1021.5,0.00,0.00
2026-05-02T06:00,24.2,0.00,22.3,1021.1,0.00,0.00
2026-05-02T07:00,24.7,0.00,22.7,1020.5,0.00,0.00
2026-05-02T08:00,25.3,0.00,23.1,1019.4,0.00,0.00
2026-05-02T09:00,25.8,0.00,23.1,1018.6,0.00,0.00
2026-05-02T10:00,26.0,0.00,22.4,1017.8,0.00,0.00
2026-05-02T11:00,25.9,0.00,22.5,1017.0,0.00,0.00
2026-05-02T12:00,25.2,0.00,21.9,1016.5,0.00,0.00
2026-05-02T13:00,24.5,0.00,22.2,1016.2,0.00,0.00
2026-05-02T14:00,22.6,0.00,20.3,1015.6,0.00,0.00
2026-05-02T15:00,20.6,0.00,18.8,1016.0,0.00,0.00
2026-05-02T16:00,19.2,0.00,17.9,1015.6,0.00,0.00
2026-05-02T17:00,18.1,0.00,16.5,1015.5,0.00,0.00
2026-05-02T18:00,17.1,0.00,15.6,1015.2,0.00,0.00
2026-05-02T19:00,15.8,0.00,14.0,1014.7,0.00,0.00
2026-05-02T20:00,15.3,0.00,13.1,1014.6,0.00,0.00
2026-05-02T21:00,14.3,0.00,12.2,1014.5,0.00,0.00
2026-05-02T22:00,13.3,0.00,11.4,1013.8,0.00,0.00
2026-05-02T23:00,12.8,0.00,10.9,1013.9,0.00,0.00
2026-05-03T00:00,12.7,0.00,10.8,1013.9,0.00,0.00
2026-05-03T01:00,14.2,0.00,12.3,1013.7,0.00,0.00
2026-05-03T02:00,16.7,0.00,14.7,1013.2,0.00,0.00
2026-05-03T03:00,19.6,0.00,17.7,1013.6,0.00,0.00
2026-05-03T04:00,23.1,0.00,21.6,1013.2,0.00,0.00
2026-05-03T05:00,25.4,0.00,24.0,1013.2,0.00,0.00
2026-05-03T06:00,27.2,0.00,25.3,1012.7,0.00,0.00
2026-05-03T07:00,28.1,0.00,25.7,1011.5,0.00,0.00
2026-05-03T08:00,28.4,0.00,24.8,1010.9,0.00,0.00
2026-05-03T09:00,28.4,0.00,25.3,1010.3,0.00,0.00
2026-05-03T10:00,28.3,0.00,24.7,1010.2,0.00,0.00
2026-05-03T11:00,27.8,0.00,24.4,1009.7,0.00,0.00
2026-05-03T12:00,27.1,0.00,24.4,1009.5,0.00,0.00
2026-05-03T13:00,26.0,0.00,24.2,1010.0,0.00,0.00
2026-05-03T14:00,24.6,0.00,23.3,1009.7,0.00,0.00
2026-05-03T15:00,23.2,0.00,21.4,1010.5,0.00,0.00
2026-05-03T16:00,21.8,0.00,20.7,1010.1,0.00,0.00
2026-05-03T17:00,21.2,0.00,20.1,1010.1,0.00,0.00
2026-05-03T18:00,20.8,0.20,18.6,1010.6,0.00,0.20
2026-05-03T19:00,19.6,0.00,16.5,1010.7,0.00,0.10
2026-05-03T20:00,18.5,0.00,16.5,1010.9,0.00,0.00
2026-05-03T21:00,17.7,0.00,16.3,1011.5,0.00,0.00
2026-05-03T22:00,17.8,0.00,15.9,1011.6,0.00,0.00
2026-05-03T23:00,16.9,0.10,15.6,1011.7,0.00,0.10
2026-05-04T00:00,16.7,0.00,15.6,1012.1,0.00,0.00
2026-05-04T01:00,16.7,0.00,15.6,1011.8,0.00,0.00
2026-05-04T02:00,17.9,0.00,16.4,1012.6,0.00,0.00
2026-05-04T03:00,19.0,0.00,17.5,1012.7,0.00,0.00
2026-05-04T04:00,20.1,0.00,18.4,1012.6,0.00,0.00
2026-05-04T05:00,21.0,0.00,19.4,1012.8,0.00,0.00
2026-05-04T06:00,21.5,0.00,19.7,1012.3,0.00,0.00
2026-05-04T07:00,21.9,0.00,20.3,1012.4,0.00,0.00
2026-05-04T08:00,22.2,0.00,20.4,1011.6,0.00,0.00
2026-05-04T09:00,21.8,0.00,20.4,1011.6,0.00,0.00
2026-05-04T10:00,21.9,0.00,20.6,1011.0,0.00,0.00
2026-05-04T11:00,22.1,0.00,21.0,1011.1,0.00,0.00
2026-05-04T12:00,21.6,0.00,20.4,1011.3,0.00,0.00
2026-05-04T13:00,20.7,0.00,19.5,1011.4,0.00,0.00
2026-05-04T14:00,20.1,0.00,18.9,1011.5,0.00,0.00
2026-05-04T15:00,18.8,0.00,18.2,1011.8,0.00,0.00
2026-05-04T16:00,17.6,0.00,16.9,1012.1,0.00,0.00
2026-05-04T17:00,16.6,0.00,15.6,1011.9,0.00,0.00
2026-05-04T18:00,15.9,0.00,14.9,1011.7,0.00,0.00
2026-05-04T19:00,15.6,0.00,14.8,1011.8,0.00,0.00
2026-05-04T20:00,15.2,0.00,14.1,1011.0,0.00,0.00
2026-05-04T21:00,15.1,0.10,15.0,1011.0,0.00,0.10
2026-05-04T22:00,14.5,0.10,13.9,1011.0,0.00,0.10
2026-05-04T23:00,13.8,0.00,13.0,1010.4,0.00,0.00
2026-05-05T00:00,13.6,0.10,12.9,1010.5,0.00,0.10
2026-05-05T01:00,13.6,0.30,12.4,1010.0,0.00,0.30
2026-05-05T02:00,14.3,0.10,13.3,1009.5,0.00,0.10
2026-05-05T03:00,15.1,0.00,15.1,1010.1,0.00,0.00
2026-05-05T04:00,15.9,0.00,16.2,1009.5,0.00,0.00
2026-05-05T05:00,16.6,0.10,16.7,1009.5,0.00,0.10
2026-05-05T06:00,17.1,0.00,16.7,1009.5,0.00,0.00
2026-05-05T07:00,18.1,0.00,17.6,1008.9,0.00,0.00
2026-05-05T08:00,18.6,0.00,17.8,1008.5,0.00,0.00
2026-05-05T09:00,19.1,0.00,18.2,1008.0,0.00,0.00
2026-05-05T10:00,18.3,0.00,17.4,1007.6,0.00,0.00
2026-05-05T11:00,17.6,0.00,16.4,1007.6,0.00,0.00
2026-05-05T12:00,16.5,0.00,15.3,1007.6,0.00,0.00
2026-05-05T13:00,16.0,0.00,14.7,1007.0,0.00,0.00
2026-05-05T14:00,14.9,0.00,13.5,1007.4,0.00,0.00
2026-05-05T15:00,14.1,0.00,12.7,1007.7,0.00,0.00
2026-05-05T16:00,13.3,0.00,12.0,1007.7,0.00,0.00
2026-05-05T17:00,12.6,0.00,11.1,1008.3,0.00,0.00
2026-05-05T18:00,12.2,0.10,10.7,1007.6,0.00,0.10
2026-05-05T19:00,12.2,0.10,10.7,1007.5,0.00,0.10
2026-05-05T20:00,11.9,0.30,10.8,1007.2,0.00,0.30
2026-05-05T21:00,11.6,3.30,10.1,1006.2,0.00,3.30
2026-05-05T22:00,11.5,2.90,9.8,1005.7,0.00,2.90
2026-05-05T23:00,11.6,0.90,10.6,1005.6,0.00,0.90
2026-05-06T00:00,11.4,1.10,9.8,1005.3,0.00,1.10
